Feature,Importance
MIN_SALINI_BK_CS_OP_ACC_03M,0.00021139414438220062
AVG_VIGENTEH_03M,0.00021139414438220062
AVG_SALINI_BK_OP_ACC,0.00021139414438220062
MAX_SALINI_OP_ACC_06M,0.00021139414438220062
MIN_SALINI_BK_R_OP_ACC,0.00021139414438220062
MAX_VIGENTEC_BRG_OP_ACC_03M,0.00010569707219110031
AVG_CRED_LIM_12M,0.00010569707219110031
MAX_CRED_LIM_06M,0.00010569707219110031
AVG_CRED_LIM_03M,0.00010569707219110031
AVG_CRED_LIM_06M,0.00010569707219110031
MAX_AVG2_VP_MES_U12M,0.00010569707219110031
AVG1_VP_MES,0.00010569707219110031
AVG_MAX_VP_MES_U03M,0.00010569707219110031
AVG_SALINI_BRG_CS_OP_ACC_06M,0.00010569707219110031
AVG_SALINI_BRG_R_OP_ACC_06M,0.00010569707219110031
MIN_SALINI_BK_OP_ACC_12M,0.00010569707219110031
MAX_AVG1_VP_MES_U06M_2,0.00010569707219110031
